Team,Week,Day,Date,,,OT,,Opp,Tm,Opp,Cmp,Att,Yds,TD,Int,Sk,Sack Yds,PY/A,NY/A,Cmp%,Rush Att,Rush Yds,RY/A,Pnt,Yds,3DConv,3DAtt,4DConv,4DAtt,ToP,OPP Cmp,OPP Att,OPP P_Yds,OPP Int,OPP Sk,OPP SACK Yds,OPP PY/A,OPP NY/A,OPP Cmp%,OPP RUSH Att,OPP RYds,OPP RY/A,OPP Pnt,OPP PUNTYds,OPP3DConv,OPP_3DAtt,OPP 4DConv,OPP 4DAtt,TMWEEK,Spread 
DET,1,Sun,8-Sep,boxscore,T,OT,@,ARI,27,27,27,45,361,3,0,3,24,8.6,7.5,60,32,116,3.6,8,314,6,18,0,1,39.4,29,54,275,1,5,33,5.7,4.7,53.7,23,112,4.9,8,380,9,22,0,0,DET1,0
BALT,2,Sun,15-Sep,boxscore,W,,,ARI,23,17,24,37,258,2,0,2,14,7.4,6.6,64.9,33,182,5.5,3,129,7,14,0,1,37.6,25,40,329,0,3,20,8.7,7.7,62.5,11,20,1.8,5,267,2,11,1,1,BALT2,0
CAR,3,Sun,22-Sep,boxscore,W,,@,ARI,38,20,19,26,240,4,0,2,21,10,8.6,73.1,31,173,5.6,3,145,4,10,0,0,28.3,30,43,127,2,8,46,4,2.5,69.8,22,121,5.5,5,212,9,17,1,1,CAR3,0
SEA,4,Sun,29-Sep,boxscore,W,,@,ARI,27,10,22,28,225,1,0,4,15,8.6,7,78.6,27,115,4.3,4,171,4,10,0,0,33.4,22,32,206,1,4,35,7.5,5.7,68.8,23,115,5,3,141,3,9,0,0,SEA4,0
Cinci,5,Sun,6-Oct,boxscore,L,,,ARI,23,26,27,38,262,2,0,1,0,6.9,6.7,71.1,23,108,4.7,3,147,5,12,0,1,29,20,32,248,0,1,5,7.9,7.5,62.5,38,266,7,3,150,6,13,1,1,Cinci5,0
ATL,6,Sun,13-Oct,boxscore,L,,@,ARI,33,34,30,36,341,4,0,2,15,9.9,9,83.3,25,103,4.1,3,130,6,11,0,0,32.8,27,37,340,0,0,0,9.2,9.2,73,29,102,3.5,3,156,7,13,1,1,ATL6,0
NYG,7,Sun,20-Oct,boxscore,L,,,ARI,21,27,22,35,156,1,1,8,67,6.4,3.6,62.9,22,107,4.9,3,112,4,12,1,3,30,14,21,89,0,2,15,5,3.9,66.7,38,156,4.1,5,169,7,15,1,1,NYG7,0
NO,8,Sun,27-Oct,boxscore,W,,,ARI,31,9,34,43,373,3,1,0,0,8.7,8.7,79.1,29,137,4.7,2,88,7,12,0,0,38,19,34,197,0,4,23,6.5,5.2,55.9,11,40,3.6,5,238,2,12,0,2,NO8,0
SF,9,Thu,31-Oct,boxscore,W,,@,ARI,28,25,28,37,310,4,0,1,7,8.6,8.2,75.7,31,101,3.3,5,231,11,17,1,1,34.5,17,24,204,0,3,37,10,7.6,70.8,23,153,6.7,5,253,2,8,0,0,SF9,-10
TB,10,Sun,10-Nov,boxscore,W,,,ARI,30,27,30,48,339,1,2,4,19,7.5,6.5,62.5,26,118,4.5,3,142,7,15,0,0,36.1,28,45,342,1,2,8,7.8,7.3,62.2,18,75,4.2,3,158,1,10,2,3,TB10,-4.5
SF,11,Sun,17-Nov,boxscore,W,,,ARI,36,26,34,45,408,4,2,2,16,9.4,8.7,75.6,19,34,1.8,2,101,6,13,0,2,28.6,24,33,131,0,4,19,4.5,3.5,72.7,25,135,5.4,4,202,3,10,1,1,SF11,-10
LAR,13,Sun,1-Dec,boxscore,W,,@,ARI,34,7,33,45,417,2,0,1,10,9.5,9.1,73.3,30,132,4.4,4,165,8,15,0,1,34.6,19,34,124,1,6,39,4.8,3.1,55.9,21,74,3.5,7,311,2,13,2,4,LAR13,-3
PITT,14,Sun,8-Dec,boxscore,W,,@,ARI,23,17,16,19,135,1,0,3,17,8,6.1,84.2,35,140,4,2,96,4,11,0,1,31.9,20,30,165,3,5,29,6.5,4.7,66.7,22,71,3.2,3,164,4,11,1,3,PITT14,-2.5
CLEVE,15,Sun,15-Dec,boxscore,L,,@,ARI,24,38,30,43,241,2,1,1,6,5.7,5.5,69.8,23,152,6.6,2,83,9,14,1,1,30.8,19,25,219,1,0,0,8.8,8.8,76,35,226,6.5,2,79,4,8,1,1,CLEVE15,-3
SEA,16,Sun,22-Dec,boxscore,L,,,ARI,13,27,16,31,133,1,0,5,36,5.5,3.7,51.6,20,91,4.6,7,313,1,12,0,1,25.1,15,27,159,0,2,8,6.2,5.5,55.6,40,253,6.3,6,257,5,15,1,1,SEA16,-9
LAR,17,Sun,29-Dec,boxscore,W,,,ARI,31,24,29,45,311,3,0,1,8,7.1,6.8,64.4,33,113,3.4,4,156,11,18,0,1,37,27,43,322,2,1,3,7.6,7.3,62.8,17,71,4.2,3,151,5,10,0,0,LAR17,-7
MINN,1,Sun,8-Sep,boxscore,W,,,ATL,28,12,8,10,97,1,0,1,1,9.8,8.8,80,38,172,4.5,5,247,5,10,0,0,29.8,33,46,272,2,4,32,6.6,5.4,71.7,17,73,4.3,4,130,2,8,2,2,MINN1,0
Chi,1,Sun,8-Sep,boxscore,W,,,ATL,28,12,33,46,272,2,2,4,32,6.6,5.4,71.7,17,73,4.3,4,130,2,8,2,2,30.2,18,30,166,0,5,37,6.8,4.7,60,22,47,2.1,9,428,2,12,0,0,Chi1,0
PHI,2,Sun,15-Sep,boxscore,L,,@,ATL,20,24,28,48,237,1,2,3,18,5.3,4.6,58.3,21,49,2.3,4,209,9,18,2,3,32.9,27,43,310,3,1,10,7.4,7,62.8,17,57,3.4,3,118,3,10,1,1,PHI2,0
INDY,3,Sun,22-Sep,boxscore,W,,,ATL,27,24,28,37,300,2,0,1,10,8.4,7.9,75.7,24,79,3.3,1,53,5,8,0,0,31.4,29,34,304,1,0,0,8.9,8.9,85.3,20,93,4.7,1,39,8,10,0,0,INDY3,0
TENN,4,Sun,29-Sep,boxscore,W,,@,ATL,24,10,18,27,227,3,0,0,0,8.4,8.4,66.7,34,138,4.1,5,225,6,13,0,1,29.3,35,53,364,0,5,33,7.5,6.3,66,17,58,3.4,3,129,5,14,1,4,TENN4,0
Hous,5,Sun,6-Oct,boxscore,W,,,ATL,53,32,28,33,426,5,0,0,0,12.9,12.9,84.8,34,166,4.9,1,35,10,13,0,0,31,32,46,316,1,2,14,7.2,6.6,69.6,20,57,2.9,5,251,9,16,1,1,Hous5,0
ARI,6,Sun,13-Oct,boxscore,W,,,ATL,34,33,27,37,340,3,0,0,0,9.2,9.2,73,29,102,3.5,3,156,7,13,1,1,27.2,30,36,341,0,2,15,9.9,9,83.3,25,103,4.1,3,130,6,11,0,0,ARI6,0
LAR,7,Sun,20-Oct,boxscore,W,,@,ATL,37,10,23,38,291,2,0,0,0,7.7,7.7,60.5,36,90,2.5,3,95,8,16,1,1,37.2,22,33,186,1,5,38,6.8,4.9,66.7,15,38,2.5,5,205,3,12,0,0,LAR7,0
SEA,8,Sun,27-Oct,boxscore,W,,@,ATL,27,20,14,20,171,2,0,2,11,9.1,7.8,70,33,151,4.6,4,199,3,9,0,0,29.2,39,52,441,1,2,19,8.8,8.2,75,17,69,4.1,1,36,3,9,1,1,SEA8,0
NO,10,Sun,10-Nov,boxscore,L,,,ATL,9,26,33,46,258,0,0,6,46,6.6,5,71.7,11,52,4.7,4,192,3,12,0,3,26.2,20,35,174,1,1,8,5.2,4.8,57.1,34,143,4.2,2,77,6,15,1,1,NO10,-13.5
CAR,11,Sun,17-Nov,boxscore,L,,,ATL,3,29,31,50,270,0,4,5,55,6.5,4.9,62,15,77,5.1,4,187,2,14,3,5,28.6,22,32,295,0,3,19,9.8,8.4,68.8,26,54,2.1,3,127,6,14,1,1,CAR11,-4
TB,12,Sun,24-Nov,boxscore,W,,@,ATL,35,22,18,28,313,3,2,0,0,11.2,11.2,64.3,34,133,3.9,4,175,6,13,0,0,28.4,28,55,280,1,6,46,5.9,4.6,50.9,19,57,3,6,261,4,16,2,3,TB12,3.5
NO,13,Thu,28-Nov,boxscore,W,,@,ATL,26,18,18,31,184,1,0,0,0,5.9,5.9,58.1,18,95,5.3,4,194,2,10,0,0,24.4,35,50,259,2,9,53,6.2,4.4,70,26,89,3.4,3,87,6,16,2,4,NO13,-6.5
CAR,14,Sun,8-Dec,boxscore,L,,@,ATL,20,40,28,41,245,1,2,5,48,7.1,5.3,68.3,22,100,4.5,4,185,3,10,0,0,28.3,20,34,302,0,1,11,9.2,8.6,58.8,32,159,5,4,177,5,12,0,0,CAR14,3
SF,15,Sun,15-Dec,boxscore,L,,,ATL,22,29,22,34,193,1,0,1,7,5.9,5.5,64.7,27,120,4.4,4,184,4,12,1,1,30.8,25,39,201,0,2,9,5.4,4.9,64.1,20,89,4.5,5,252,7,13,0,0,SF15,-10
JAX,16,Sun,22-Dec,boxscore,L,,@,ATL,12,24,14,32,173,1,0,3,15,5.9,4.9,43.8,24,115,4.8,5,254,3,14,3,4,26.9,32,45,383,2,1,1,8.5,8.3,71.1,27,135,5,3,121,7,13,0,0,JAX16,7
TB,17,Sun,29-Dec,boxscore,L,OT,,ATL,22,28,13,24,193,2,2,1,8,8.4,7.7,54.2,21,136,6.5,3,120,1,8,1,1,23.8,30,51,286,0,6,27,6.1,5,58.8,30,87,2.9,2,70,7,18,1,3,TB17,-1
Miami,1,Sun,8-Sep,boxscore,L,,,BALT,10,59,15,32,179,1,2,3,11,5.9,5.1,46.9,12,21,1.8,6,322,3,10,0,0,19.9,23,26,378,0,1,1,14.6,14,88.5,46,265,5.8,1,56,7,11,2,2,Miami1,0
ARI,2,Sun,15-Sep,boxscore,L,,@,BALT,17,23,25,40,329,0,0,3,20,8.7,7.7,62.5,11,20,1.8,5,267,2,11,1,1,22.4,24,37,258,0,2,14,7.4,6.6,64.9,33,182,5.5,3,129,7,14,0,1,ARI2,0
KC,3,Sun,22-Sep,boxscore,W,,,BALT,33,28,27,37,363,3,0,1,11,10.1,9.6,73,25,140,5.6,2,88,5,9,0,1,27.3,22,43,249,0,3,18,6.2,5.4,51.2,32,203,6.3,3,153,5,13,3,4,KC3,0
CLEVE,4,Sun,29-Sep,boxscore,W,,@,BALT,40,25,20,31,337,1,1,1,5,11,10.5,64.5,29,193,6.7,3,127,6,13,1,1,30.3,24,34,222,2,4,25,7.3,5.8,70.6,29,173,6,3,131,4,10,1,2,CLEVE4,0
PITT,5,Sun,6-Oct,boxscore,L,OT,,BALT,23,26,21,31,192,1,1,1,11,6.5,6,67.7,19,77,4.1,4,175,3,9,0,0,25.6,19,28,139,3,5,22,5.8,4.2,67.9,40,138,3.5,3,155,6,15,1,1,PITT5,0
Cinci,6,Sun,13-Oct,boxscore,L,,@,BALT,17,23,21,39,217,0,1,2,18,6,5.3,53.8,14,33,2.4,5,201,5,11,0,0,20.3,21,33,228,0,1,8,7.2,6.7,63.6,43,269,6.3,2,84,9,15,0,0,Cinci6,0
SEA,7,Sun,20-Oct,boxscore,L,,,BALT,16,30,20,41,241,1,1,1,0,5.9,5.7,48.8,26,106,4.1,3,154,10,17,0,0,30.1,9,20,141,0,1,2,7.2,6.7,45,35,199,5.7,3,132,5,13,1,1,SEA7,0
Pats,9,Sun,3-Nov,boxscore,L,,@,BALT,20,37,30,46,268,1,1,2,17,6.2,5.6,65.2,17,74,4.4,5,233,5,13,0,0,23,17,23,162,0,1,1,7.1,6.8,73.9,41,210,5.1,2,98,5,10,1,1,Pats9,-3.5
Cinci,10,Sun,10-Nov,boxscore,L,,,BALT,13,49,16,30,150,1,1,2,17,5.6,4.7,53.3,40,157,3.9,1,53,7,15,1,4,36.2,18,22,243,1,1,0,11,10.6,81.8,23,136,5.9,1,34,4,6,1,1,Cinci10,10
Hous,11,Sun,17-Nov,boxscore,L,,@,BALT,7,41,18,30,110,0,1,7,59,5.6,3,60,20,122,6.1,3,112,2,10,1,4,23.7,20,27,235,0,0,0,8.7,8.7,74.1,37,256,6.9,0,0,5,9,0,1,Hous11,4.5
LAR,12,Mon,25-Nov,boxscore,L,,,BALT,6,45,26,37,199,0,2,2,13,5.7,5.1,70.3,9,22,2.4,4,200,2,9,1,1,20.1,16,23,195,0,3,13,9,7.5,69.6,48,285,5.9,1,48,9,15,3,3,LAR12,3
SF,13,Sun,1-Dec,boxscore,L,,@,BALT,17,20,15,21,157,1,0,2,8,7.9,6.8,71.4,29,174,6,2,90,4,12,1,2,27.6,14,23,105,0,1,0,4.6,4.4,60.9,38,178,4.7,2,103,3,10,2,3,SF13,6
Bills,14,Sun,8-Dec,boxscore,L,,,BALT,17,24,17,39,105,1,0,6,41,3.7,2.3,43.6,23,104,4.5,7,300,4,17,0,1,27.2,16,25,139,1,1,6,5.8,5.3,64,33,118,3.6,7,309,3,11,0,0,Bills14,6
Jets,15,Thu,12-Dec,boxscore,L,,@,BALT,21,42,18,32,207,2,1,1,11,6.8,6.3,56.3,24,103,4.3,4,204,6,14,0,2,28.4,15,24,212,0,1,0,8.8,8.5,62.5,34,218,6.4,5,181,2,8,1,1,Jets15,15
CLEVE,16,Sun,22-Dec,boxscore,L,,,BALT,15,31,20,33,184,2,1,1,8,5.8,5.4,60.6,19,57,3,5,220,3,12,0,0,25.7,20,31,238,0,0,0,7.7,7.7,64.5,40,243,6.1,2,102,7,11,0,1,CLEVE16,9.5
PITT,17,Sun,29-Dec,boxscore,L,,@,BALT,10,28,9,25,77,0,0,2,18,3.8,2.9,36,23,91,4,5,244,5,12,0,1,20.6,11,21,81,1,3,15,4.6,3.4,52.4,44,223,5.1,3,140,7,16,1,2,PITT17,-2
Jets,1,Sun,8-Sep,boxscore,L,,,BILLS,16,17,28,41,155,1,0,4,20,4.3,3.4,68.3,21,68,3.2,7,304,7,17,1,2,32,24,37,242,2,1,12,6.9,6.4,64.9,25,128,5.1,3,130,5,10,0,1,Jets1,0
NYG,2,Sun,15-Sep,boxscore,L,,,BILLS,14,28,26,45,241,1,2,1,9,5.6,5.2,57.8,20,129,6.5,5,242,3,12,1,2,27.4,19,30,237,0,3,16,8.4,7.2,63.3,34,151,4.4,7,325,5,13,0,0,NYG2,0
Cinci,3,Sun,22-Sep,boxscore,L,,@,BILLS,17,21,20,36,240,1,2,2,10,6.9,6.3,55.6,19,66,3.5,6,243,3,11,0,0,23.1,23,36,241,1,1,2,6.8,6.5,63.9,36,175,4.9,5,173,5,13,0,0,Cinci3,0
Pats,4,Sun,29-Sep,boxscore,W,,@,BILLS,16,10,18,39,150,0,1,0,0,3.8,3.8,46.2,23,74,3.2,9,435,5,18,0,0,27.3,22,44,240,4,5,40,6.4,4.9,50,22,135,6.1,6,180,2,13,1,2,Pats4,0
TENN,5,Sun,6-Oct,boxscore,L,,,BILLS,7,14,13,22,150,0,0,5,33,8.3,5.6,59.1,27,102,3.8,6,300,4,14,0,0,28.8,23,32,204,1,4,15,6.8,5.7,71.9,27,109,4,6,300,4,13,1,2,TENN5,0
Miami,7,Sun,20-Oct,boxscore,L,,@,BILLS,21,31,23,35,272,1,1,1,10,8.1,7.6,65.7,30,109,3.6,4,196,7,13,2,2,33.5,16,26,188,0,2,14,7.8,6.7,61.5,23,117,5.1,3,127,3,10,0,0,Miami7,0
PHI,8,Sun,27-Oct,boxscore,W,,@,BILLS,31,13,17,24,153,1,0,3,19,7.2,5.7,70.8,41,218,5.3,4,184,8,15,0,2,36,16,34,155,0,4,14,5,4.1,47.1,20,98,4.9,6,257,6,15,0,2,PHI8,0
DC,9,Sun,3-Nov,boxscore,L,,@,BILLS,9,24,15,22,116,0,0,4,28,6.5,4.5,68.2,23,127,5.5,5,172,2,11,0,1,28.2,14,20,146,0,2,14,8,6.6,70,39,122,3.1,3,120,6,12,1,2,DC9,9.5
CLEVE,10,Sun,10-Nov,boxscore,W,,,BILLS,19,16,26,38,221,2,0,2,17,6.3,5.5,68.4,26,147,5.7,3,146,4,11,1,2,31.8,22,41,260,0,1,6,6.5,6.2,53.7,20,84,4.2,4,199,5,13,0,2,CLEVE10,-3
Miami,11,Sun,17-Nov,boxscore,L,,,BILLS,20,37,32,45,280,0,0,7,43,7.2,5.4,71.1,13,23,1.8,6,262,4,14,1,4,29.9,21,33,256,0,0,0,7.8,7.8,63.6,34,168,4.9,5,218,5,14,1,1,Miami11,6.5
Den,12,Sun,24-Nov,boxscore,L,,@,BILLS,3,20,10,25,49,0,1,4,33,3.3,1.7,40,17,85,5,8,355,2,11,0,0,24.9,15,25,180,1,1,5,7.4,6.9,60,47,244,5.2,4,128,8,16,0,0,Den12,4
DAL,13,Thu,28-Nov,boxscore,L,,,BILLS,15,26,32,49,323,2,1,4,32,7.2,6.1,65.3,19,103,5.4,2,81,7,13,1,3,26.7,20,25,232,0,4,27,10.4,8,80,34,124,3.6,3,126,6,14,2,2,DAL13,-6.5
BALT,14,Sun,8-Dec,boxscore,W,,@,BILLS,24,17,16,25,139,3,1,1,6,5.8,5.3,64,33,118,3.6,7,309,3,11,0,0,32.8,17,39,105,0,6,41,3.7,2.3,43.6,23,104,4.5,7,300,4,17,0,1,BALT14,-6
PITT,15,Sun,15-Dec,boxscore,L,,,BILLS,10,17,23,38,178,1,4,4,24,5.3,4.2,60.5,14,51,3.6,5,215,5,13,0,1,27.7,13,25,131,1,1,8,5.6,5,52,38,130,3.4,6,249,6,14,1,1,PITT15,-1
Pats,16,Sat,21-Dec,boxscore,W,,,BILLS,24,17,26,33,271,1,0,0,0,8.2,8.2,78.8,35,143,4.1,2,93,7,14,1,2,38.9,13,26,176,0,4,32,8,5.9,50,23,92,4,6,266,2,11,1,2,Pats16,6
Jets,17,Sun,29-Dec,boxscore,W,,@,BILLS,13,6,23,36,185,1,1,2,14,5.5,4.9,63.9,27,86,3.2,5,214,5,14,0,0,31.4,21,40,236,2,1,1,5.9,5.8,52.5,20,73,3.7,6,215,4,14,0,0,Jets17,1.5
LAR,1,Sun,8-Sep,boxscore,W,,@,CAR,30,27,23,39,183,1,1,1,3,4.8,4.6,59,32,166,5.2,4,144,9,17,0,0,33.3,25,38,216,1,3,23,6.3,5.3,65.8,23,127,5.5,4,193,5,11,0,0,LAR1,0
TB,2,Thu,12-Sep,boxscore,W,,@,CAR,20,14,16,25,189,1,0,3,19,8.3,6.8,64,31,100,3.2,6,295,2,12,0,0,33.9,25,51,313,0,3,20,6.5,5.8,49,19,39,2.1,5,253,3,14,0,3,TB2,0
ARI,3,Sun,22-Sep,boxscore,L,,,CAR,20,38,30,43,127,2,2,8,46,4,2.5,69.8,22,121,5.5,5,212,9,17,1,1,31.7,19,26,240,0,2,21,10,8.6,73.1,31,173,5.6,3,145,4,10,0,0,ARI3,0
Hous,4,Sun,29-Sep,boxscore,L,,,CAR,10,16,21,34,128,0,1,6,32,4.7,3.2,61.8,22,136,6.2,5,257,4,11,0,0,29.4,24,34,203,0,3,29,6.8,5.5,70.6,28,94,3.4,4,158,7,14,0,0,Hous4,0
JAX,5,Sun,6-Oct,boxscore,L,,@,CAR,27,34,26,44,358,2,0,2,16,8.5,7.8,59.1,31,149,4.8,4,193,6,13,0,0,32.4,17,31,160,0,3,21,5.8,4.7,54.8,27,285,10.6,5,238,4,12,0,1,JAX5,0
TB,6,Sun,13-Oct,boxscore,L,,,CAR,26,37,30,54,365,1,5,7,35,7.4,6,55.6,14,42,3,6,267,5,15,1,2,28.8,20,32,209,0,2,18,7.1,6.1,62.5,29,59,2,7,350,3,15,1,1,TB6,0
SF,8,Sun,27-Oct,boxscore,W,,,CAR,51,13,18,22,156,2,1,3,19,8,6.2,81.8,38,232,6.1,3,121,5,10,0,0,33,19,37,100,3,7,58,4.3,2.3,51.4,19,130,6.8,7,313,2,13,0,2,SF8,0
TENN,9,Sun,3-Nov,boxscore,L,,@,CAR,20,30,27,39,310,1,2,4,21,8.5,7.2,69.2,21,121,5.8,3,139,3,10,1,1,26.7,17,32,214,1,3,18,7.3,6.1,53.1,33,156,4.7,4,155,5,14,2,2,TENN9,4
GB,10,Sun,10-Nov,boxscore,W,,,CAR,24,16,17,29,225,0,0,2,8,8,7.3,58.6,27,163,6,4,141,4,9,0,0,31.4,28,43,281,1,3,26,7.1,6.1,65.1,23,120,5.2,3,122,4,10,1,1,GB10,-5
ATL,11,Sun,17-Nov,boxscore,W,,@,CAR,29,3,22,32,295,1,0,3,19,9.8,8.4,68.8,26,54,2.1,3,127,6,14,1,1,31.4,31,50,270,4,5,55,6.5,4.9,62,15,77,5.1,4,187,2,14,3,5,ATL11,4
NO,12,Sun,24-Nov,boxscore,W,,,CAR,34,31,30,39,300,3,1,2,11,8,7.3,76.9,18,118,6.6,3,148,4,10,0,1,28.5,23,36,230,0,4,26,7.1,5.8,63.9,29,121,4.2,3,126,5,13,1,1,NO12,-10
DC,13,Sun,1-Dec,boxscore,W,,@,CAR,29,21,13,25,114,0,0,5,33,5.9,3.8,52,30,248,8.3,5,290,3,11,0,0,30.6,27,46,213,1,7,65,6,4,58.7,20,65,3.3,8,338,5,16,1,2,DC13,10
ATL,14,Sun,8-Dec,boxscore,W,,,CAR,40,20,20,34,302,2,0,1,11,9.2,8.6,58.8,32,159,5,4,177,5,12,0,0,31.7,28,41,245,2,5,48,7.1,5.3,68.3,22,100,4.5,4,185,3,10,0,0,ATL14,-3
SEA,15,Sun,15-Dec,boxscore,W,,@,CAR,30,24,20,27,274,2,1,2,12,10.6,9.4,74.1,34,154,4.5,4,165,4,10,1,1,31.3,25,42,269,3,1,8,6.6,6.3,59.5,29,145,5,4,183,5,11,0,0,SEA15,-6
INDY,16,Sun,22-Dec,boxscore,W,,,CAR,38,6,14,27,106,0,0,3,13,4.4,3.5,51.9,32,218,6.8,3,140,4,11,1,2,27.7,28,45,199,3,5,37,5.2,4,62.2,21,87,4.1,3,159,4,14,2,4,INDY16,-7
NO,17,Sun,29-Dec,boxscore,W,,@,CAR,42,10,20,31,264,3,0,1,3,8.6,8.3,64.5,35,115,3.3,6,283,4,11,0,0,35.7,26,49,288,2,2,11,6.1,5.6,53.1,18,41,2.3,7,347,5,16,1,2,NO17,-13
GB,1,Thu,5-Sep,boxscore,W,,@,CHI,10,3,18,30,166,1,0,5,37,6.8,4.7,60,22,47,2.1,9,428,2,12,0,0,31.1,26,45,208,1,5,20,5.1,4.2,57.8,15,46,3.1,8,341,3,15,0,2,GB1,0
Den,2,Sun,15-Sep,boxscore,L,,,CHI,14,16,35,50,282,1,1,2,10,5.8,5.4,70,24,90,3.8,5,200,3,14,3,3,33,16,27,120,0,0,0,4.4,4.4,59.3,29,153,5.3,5,287,3,11,1,1,Den2,0
DC,3,Mon,23-Sep,boxscore,L,,,CHI,15,31,30,43,287,2,3,4,45,7.7,6.1,69.8,21,69,3.3,1,48,3,9,2,3,28.4,25,31,208,1,3,23,7.5,6.1,80.6,24,90,3.8,3,140,8,13,0,0,DC3,0
MINN,4,Sun,29-Sep,boxscore,L,,@,CHI,6,16,27,36,182,0,0,6,51,6.5,4.3,75,16,40,2.5,5,235,5,13,1,2,24.6,24,33,197,0,1,7,6.2,5.8,72.7,33,72,2.2,5,241,5,16,2,3,MINN4,0
Chi,4,Sun,29-Sep,boxscore,L,,@,CHI,6,16,24,33,197,1,0,1,7,6.2,5.8,72.7,33,72,2.2,5,241,5,16,2,3,35.5,27,36,182,0,6,51,6.5,4.3,75,16,40,2.5,5,235,5,13,1,2,Chi4,0
OAK,5,Sun,6-Oct,boxscore,W,,,CHI,24,21,25,32,229,0,0,0,0,7.2,7.2,78.1,39,169,4.3,4,170,6,12,1,1,34.7,22,30,194,2,4,37,7.7,5.7,73.3,17,42,2.5,5,213,4,11,0,0,OAK5,0
SD,5,Sun,6-Oct,boxscore,W,,,CHI,24,21,25,32,229,0,0,0,0,7.2,7.2,78.1,39,169,4.3,4,170,6,12,1,1,34.7,14,20,159,1,3,23,9.1,6.9,70,32,191,6,4,184,3,11,0,0,SD5,0
NO,7,Sun,20-Oct,boxscore,W,,@,CHI,36,25,23,38,273,2,0,1,8,7.4,7,60.5,35,151,4.3,4,169,7,15,0,0,37.4,34,54,235,0,2,16,4.6,4.2,63,7,17,2.4,7,263,2,12,1,2,NO7,0
PHI,9,Sun,3-Nov,boxscore,W,,,CHI,22,14,26,39,227,1,0,4,12,6.1,5.3,66.7,35,146,4.2,5,245,8,18,1,1,40.3,10,21,102,0,3,23,6,4.3,47.6,18,62,3.4,8,372,2,10,0,0,PHI9,-5
DET,10,Sun,10-Nov,boxscore,L,,@,CHI,13,20,27,46,259,1,1,2,10,5.8,5.4,58.7,27,98,3.6,6,243,7,18,0,2,31.9,16,23,145,0,5,28,7.5,5.2,69.6,24,81,3.4,9,387,2,12,1,1,DET10,2.5
LAR,11,Sun,17-Nov,boxscore,W,,,CHI,17,7,11,18,173,0,1,0,0,9.6,9.6,61.1,34,110,3.2,6,329,3,10,0,0,27.3,25,47,193,1,3,6,4.2,3.9,53.2,24,74,3.1,6,258,6,17,0,2,LAR11,-6
NYG,12,Sun,24-Nov,boxscore,L,,@,CHI,14,19,21,36,134,2,0,1,16,4.2,3.6,58.3,21,109,5.2,5,257,1,12,2,4,26.8,25,41,270,2,2,8,6.8,6.3,61,26,65,2.5,6,250,4,15,0,0,NYG12,6.5
